# Partner motif	Anchor	Partner TF	Partner Motif	Anchor pAUC	Partner pAUC	A&P pAUC	Ratio	Similarity		Partner Class	Partner Family
388	PEAKS039234_BHLHA15_pwm.binary	Prdm6	ZN263.H12CORE.0.PM.A	250.933763	11.612551	219.804953	0.875948	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
389	PEAKS039234_BHLHA15_pwm.binary	Rbak	ZN263.H12CORE.1.P.B	250.933763	7.756013	158.095953	0.630031	1.000000		C2H2 zinc finger factors {2.3}	ZNF12-like {2.3.3.81}
390	PEAKS039234_BHLHA15_pwm.binary	Scrt1	ZN329.H12CORE.0.P.C	250.933763	35.967071	174.497320	0.695392	1.000000		C2H2 zinc finger factors {2.3}	Snail-like {2.3.3.2}
391	PEAKS039234_BHLHA15_pwm.binary	Scrt2	ZN329.H12CORE.1.P.C	250.933763	23.019484	185.329364	0.738559	1.000000		C2H2 zinc finger factors {2.3}	Snail-like {2.3.3.2}
392	PEAKS039234_BHLHA15_pwm.binary	Snai1	ZN394.H12CORE.0.P.C	250.933763	21.042615	168.541410	0.671657	1.000000		C2H2 zinc finger factors {2.3}	Snail-like {2.3.3.2}
393	PEAKS039234_BHLHA15_pwm.binary	Snai2	ZN664.H12CORE.0.P.C	250.933763	22.457789	181.286885	0.722449	1.000000		C2H2 zinc finger factors {2.3}	Snail-like {2.3.3.2}
394	PEAKS039234_BHLHA15_pwm.binary	Snai3	ZN664.H12CORE.1.P.C	250.933763	26.140655	178.960401	0.713178	1.000000		C2H2 zinc finger factors {2.3}	Snail-like {2.3.3.2}
395	PEAKS039234_BHLHA15_pwm.binary	Wt1	ZN667.H12CORE.0.P.C	250.933763	18.964705	277.914988	1.107523	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
396	PEAKS039234_BHLHA15_pwm.binary	Wt1	ZN667.H12CORE.1.P.C	250.933763	1.863490	133.673381	0.532704	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
397	PEAKS039234_BHLHA15_pwm.binary	Yy1	ZN768.H12CORE.0.P.B	250.933763	5.583154	153.786268	0.612856	1.000000		C2H2 zinc finger factors {2.3}	YY1-like {2.3.3.9}
398	PEAKS039234_BHLHA15_pwm.binary	Yy1	ZN768.H12CORE.1.P.B	250.933763	10.841330	174.843425	0.696771	1.000000		C2H2 zinc finger factors {2.3}	YY1-like {2.3.3.9}
399	PEAKS039234_BHLHA15_pwm.binary	Yy2	ZN879.H12CORE.0.P.C	250.933763	10.062517	155.897852	0.621271	1.000000		C2H2 zinc finger factors {2.3}	YY1-like {2.3.3.9}
400	PEAKS039234_BHLHA15_pwm.binary	Yy2	ZSC21.H12CORE.0.P.C	250.933763	7.124367	142.828886	0.569190	1.000000		C2H2 zinc finger factors {2.3}	YY1-like {2.3.3.9}
401	PEAKS039234_BHLHA15_pwm.binary	Zbtb14	GLI1.H12CORE.0.P.C	250.933763	4.542101	157.799622	0.628850	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
402	PEAKS039234_BHLHA15_pwm.binary	Zbtb14	GLI2.H12CORE.0.PSM.A	250.933763	2.786858	142.209337	0.566721	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
403	PEAKS039234_BHLHA15_pwm.binary	Zbtb18	GLI3.H12CORE.0.PS.A	250.933763	153.702929	207.887240	0.828455	1.761025		C2H2 zinc finger factors {2.3}	ZNF238-like {2.3.3.16}
404	PEAKS039234_BHLHA15_pwm.binary	Zbtb20	GLI3.H12CORE.1.M.C	250.933763	5.943939	175.419128	0.699065	1.000000		C2H2 zinc finger factors {2.3}	ZBTB20-like {2.3.3.14}
405	PEAKS039234_BHLHA15_pwm.binary	Zbtb24	GLIS1.H12CORE.0.P.B	250.933763	12.381536	169.060727	0.673727	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
406	PEAKS039234_BHLHA15_pwm.binary	Zbtb42	GLIS1.H12CORE.1.P.B	250.933763	161.559594	203.671992	0.811656	1.000000		C2H2 zinc finger factors {2.3}	ZNF238-like {2.3.3.16}
407	PEAKS039234_BHLHA15_pwm.binary	Zbtb44	GLIS1.H12CORE.2.SM.B	250.933763	16.065543	153.823417	0.613004	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
408	PEAKS039234_BHLHA15_pwm.binary	Zbtb45	GLIS2.H12CORE.0.SM.B	250.933763	4.643572	169.316666	0.674746	1.000000		C2H2 zinc finger factors {2.3}	ZBTB20-like {2.3.3.14}
409	PEAKS039234_BHLHA15_pwm.binary	Zbtb48	GLIS3.H12CORE.0.P.C	250.933763	6.292085	155.459155	0.619523	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
410	PEAKS039234_BHLHA15_pwm.binary	Zbtb49	GLIS3.H12CORE.1.S.C	250.933763	11.259848	160.232531	0.638545	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
411	PEAKS039234_BHLHA15_pwm.binary	Zbtb6	ZIC1.H12CORE.0.P.B	250.933763	14.388823	169.497615	0.675468	1.000000		C2H2 zinc finger factors {2.3}	ZBTB6-like {2.3.3.11}
412	PEAKS039234_BHLHA15_pwm.binary	Zbtb7a	ZIC1.H12CORE.1.M.B	250.933763	7.917658	270.245335	1.076959	1.000000		C2H2 zinc finger factors {2.3}	ZBTB7 {2.3.3.8}
413	PEAKS039234_BHLHA15_pwm.binary	Zbtb7a	ZIC1.H12CORE.2.S.B	250.933763	3.139862	165.678659	0.660249	1.000000		C2H2 zinc finger factors {2.3}	ZBTB7 {2.3.3.8}
414	PEAKS039234_BHLHA15_pwm.binary	Zbtb7b	ZIC2.H12CORE.0.P.B	250.933763	2.569231	165.232968	0.658472	1.000000		C2H2 zinc finger factors {2.3}	ZBTB7 {2.3.3.8}
415	PEAKS039234_BHLHA15_pwm.binary	Zbtb7c	ZIC3.H12CORE.0.P.B	250.933763	14.936913	193.816218	0.772380	1.000000		C2H2 zinc finger factors {2.3}	ZBTB7 {2.3.3.8}
416	PEAKS039234_BHLHA15_pwm.binary	Zfp1	ZIC3.H12CORE.1.S.B	250.933763	11.359574	160.767195	0.640676	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
417	PEAKS039234_BHLHA15_pwm.binary	Zfp13	ZIC3.H12CORE.2.M.B	250.933763	21.615750	183.368473	0.730745	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
418	PEAKS039234_BHLHA15_pwm.binary	Zfp14	ZIC4.H12CORE.0.SM.B	250.933763	6.809464	178.367271	0.710814	1.000000		C2H2 zinc finger factors {2.3}	ZFP30-like {2.3.3.63}
419	PEAKS039234_BHLHA15_pwm.binary	Zfp184	ZIC5.H12CORE.0.P.B	250.933763	4.218206	156.920920	0.625348	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
420	PEAKS039234_BHLHA15_pwm.binary	Zfp28	ZIC5.H12CORE.1.M.C	250.933763	5.930170	173.643025	0.691987	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
421	PEAKS039234_BHLHA15_pwm.binary	Zfp3	ZIC5.H12CORE.2.S.C	250.933763	8.820754	159.212528	0.634480	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
422	PEAKS039234_BHLHA15_pwm.binary	Zfp37	ZKSC1.H12CORE.0.P.B	250.933763	0.000000	178.089521	0.709707	1.000000		C2H2 zinc finger factors {2.3}	ZNF25-like {2.3.3.69}
423	PEAKS039234_BHLHA15_pwm.binary	Zfp41	ZNF24.H12CORE.0.P.B	250.933763	6.919189	154.626353	0.616204	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
424	PEAKS039234_BHLHA15_pwm.binary	Zfp42	ZBTB6.H12CORE.0.P.B	250.933763	8.527751	169.035812	0.673627	1.000000		C2H2 zinc finger factors {2.3}	YY1-like {2.3.3.9}
425	PEAKS039234_BHLHA15_pwm.binary	Zfp64	PRDM1.H12CORE.0.S.B	250.933763	10.564765	156.216367	0.622540	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
426	PEAKS039234_BHLHA15_pwm.binary	Zfp64	PRDM1.H12CORE.1.PS.A	250.933763	11.842854	172.896650	0.689013	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
427	PEAKS039234_BHLHA15_pwm.binary	Zfp69	ZN148.H12CORE.0.P.B	250.933763	7.073003	167.859332	0.668939	1.000000		C2H2 zinc finger factors {2.3}	ZNF642-like {2.3.3.31}
428	PEAKS039234_BHLHA15_pwm.binary	Zfp82	ZN281.H12CORE.0.P.B	250.933763	5.971231	177.573369	0.707650	1.000000		C2H2 zinc finger factors {2.3}	ZFP30-like {2.3.3.63}
429	PEAKS039234_BHLHA15_pwm.binary	Zfp90	ZN281.H12CORE.1.SM.B	250.933763	17.301708	160.722517	0.640498	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
430	PEAKS039234_BHLHA15_pwm.binary	Zfp90	ZBT20.H12CORE.0.SM.B	250.933763	10.359512	166.638390	0.664073	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
431	PEAKS039234_BHLHA15_pwm.binary	Zfp91	ZBT45.H12CORE.0.SM.B	250.933763	16.113877	178.173444	0.710042	1.000000		C2H2 zinc finger factors {2.3}	ZFP91-like {2.3.3.3}
432	PEAKS039234_BHLHA15_pwm.binary	Zfx	ZN524.H12CORE.0.S.B	250.933763	17.938622	186.916921	0.744885	1.000000		C2H2 zinc finger factors {2.3}	ZFX-ZFY {2.3.3.65}
433	PEAKS039234_BHLHA15_pwm.binary	Zic1	ZBT18.H12CORE.0.PSM.A	250.933763	20.426459	207.207391	0.825745	1.000000		C2H2 zinc finger factors {2.3}	GLI-lile {2.3.3.1}
434	PEAKS039234_BHLHA15_pwm.binary	Zic1	ZBT42.H12CORE.0.P.C	250.933763	20.933382	170.975283	0.681356	1.000000		C2H2 zinc finger factors {2.3}	GLI-lile {2.3.3.1}
435	PEAKS039234_BHLHA15_pwm.binary	Zic1	OVOL1.H12CORE.0.SM.B	250.933763	17.380382	173.095064	0.689804	1.000000		C2H2 zinc finger factors {2.3}	GLI-lile {2.3.3.1}
436	PEAKS039234_BHLHA15_pwm.binary	Zic2	OVOL2.H12CORE.0.PSM.A	250.933763	18.421917	158.769417	0.632714	1.000000		C2H2 zinc finger factors {2.3}	GLI-lile {2.3.3.1}
437	PEAKS039234_BHLHA15_pwm.binary	Zic3	SCRT1.H12CORE.0.PSM.A	250.933763	21.093135	144.670632	0.576529	1.000000		C2H2 zinc finger factors {2.3}	GLI-lile {2.3.3.1}
438	PEAKS039234_BHLHA15_pwm.binary	Zic3	SCRT2.H12CORE.0.PSM.A	250.933763	17.852890	149.961152	0.597612	1.000000		C2H2 zinc finger factors {2.3}	GLI-lile {2.3.3.1}
439	PEAKS039234_BHLHA15_pwm.binary	Zic3	SNAI1.H12CORE.0.PSM.A	250.933763	18.212169	164.792923	0.656719	1.000000		C2H2 zinc finger factors {2.3}	GLI-lile {2.3.3.1}
440	PEAKS039234_BHLHA15_pwm.binary	Zic4	SNAI2.H12CORE.0.PSM.A	250.933763	19.053501	176.896065	0.704951	1.000000		C2H2 zinc finger factors {2.3}	GLI-lile {2.3.3.1}
441	PEAKS039234_BHLHA15_pwm.binary	Zic5	SNAI3.H12CORE.0.S.C	250.933763	20.579917	175.101571	0.697800	1.000000		C2H2 zinc finger factors {2.3}	GLI-lile {2.3.3.1}
442	PEAKS039234_BHLHA15_pwm.binary	Zic5	FEZF1.H12CORE.0.P.B	250.933763	22.633796	164.324324	0.654851	1.000000		C2H2 zinc finger factors {2.3}	GLI-lile {2.3.3.1}
443	PEAKS039234_BHLHA15_pwm.binary	Zic5	GFI1.H12CORE.0.PSM.A	250.933763	10.936912	169.465146	0.675338	1.000000		C2H2 zinc finger factors {2.3}	GLI-lile {2.3.3.1}
444	PEAKS039234_BHLHA15_pwm.binary	Zik1	GFI1B.H12CORE.0.PSM.A	250.933763	8.071766	180.755282	0.720331	1.000000		C2H2 zinc finger factors {2.3}	ZNF32-like {2.3.3.41}
445	PEAKS039234_BHLHA15_pwm.binary	Zkscan1	GFI1B.H12CORE.1.S.C	250.933763	5.034834	172.136294	0.685983	1.000000		C2H2 zinc finger factors {2.3}	ZNF24-like {2.3.3.10}
446	PEAKS039234_BHLHA15_pwm.binary	Znf12	BCL6.H12CORE.0.PSM.A	250.933763	17.461536	172.633535	0.687965	1.000000		C2H2 zinc finger factors {2.3}	ZNF12-like {2.3.3.81}
447	PEAKS039234_BHLHA15_pwm.binary	Znf12	BCL6B.H12CORE.0.PSM.A	250.933763	7.419915	168.147184	0.670086	1.000000		C2H2 zinc finger factors {2.3}	ZNF12-like {2.3.3.81}
448	PEAKS039234_BHLHA15_pwm.binary	Znf12	MTF1.H12CORE.0.SM.B	250.933763	10.891929	166.792182	0.664686	1.000000		C2H2 zinc finger factors {2.3}	ZNF12-like {2.3.3.81}
449	PEAKS039234_BHLHA15_pwm.binary	Znf143	ZN410.H12CORE.0.SM.B	250.933763	15.302698	203.452576	0.810782	1.000000		C2H2 zinc finger factors {2.3}	ZNF76-like {2.3.3.28}
450	PEAKS039234_BHLHA15_pwm.binary	Znf146	ZN143.H12CORE.0.P.B	250.933763	3.219787	147.124813	0.586309	1.000000		C2H2 zinc finger factors {2.3}	ZNF146-like {2.3.3.55}
451	PEAKS039234_BHLHA15_pwm.binary	Znf148	ZNF76.H12CORE.0.P.B	250.933763	5.677722	149.776696	0.596877	1.000000		C2H2 zinc finger factors {2.3}	ZNF148-like {2.3.3.13}
452	PEAKS039234_BHLHA15_pwm.binary	Znf18	ZNF76.H12CORE.1.SM.B	250.933763	25.182835	291.323566	1.160958	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
453	PEAKS039234_BHLHA15_pwm.binary	Znf2	ZN652.H12CORE.0.PS.A	250.933763	33.475798	234.517409	0.934579	1.000000		C2H2 zinc finger factors {2.3}	ZNF302-like {2.3.3.44}
454	PEAKS039234_BHLHA15_pwm.binary	Znf239	ZFP91.H12CORE.0.P.C	250.933763	1.924074	154.507989	0.615732	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
455	PEAKS039234_BHLHA15_pwm.binary	Znf24	ZN276.H12CORE.0.SM.B	250.933763	5.007854	171.394072	0.683025	1.000000		C2H2 zinc finger factors {2.3}	ZNF24-like {2.3.3.10}
456	PEAKS039234_BHLHA15_pwm.binary	Znf250	ZN692.H12CORE.0.P.C	250.933763	8.866287	166.169566	0.662205	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
457	PEAKS039234_BHLHA15_pwm.binary	Znf250	ZFP69.H12CORE.0.P.C	250.933763	10.976345	178.992583	0.713306	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
458	PEAKS039234_BHLHA15_pwm.binary	Znf260	ZN771.H12CORE.0.SM.B	250.933763	3.144329	135.191680	0.538754	1.000000		C2H2 zinc finger factors {2.3}	ZNF146-like {2.3.3.55}
459	PEAKS039234_BHLHA15_pwm.binary	Znf263	ZIK1.H12CORE.0.P.C	250.933763	17.277992	248.761922	0.991345	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
460	PEAKS039234_BHLHA15_pwm.binary	Znf263	ZNF32.H12CORE.0.SM.B	250.933763	0.618594	173.934933	0.693151	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
461	PEAKS039234_BHLHA15_pwm.binary	Znf276	ZNF2.H12CORE.0.P.B	250.933763	2.636647	169.639219	0.676032	1.000000		C2H2 zinc finger factors {2.3}	ZFP91-like {2.3.3.3}
462	PEAKS039234_BHLHA15_pwm.binary	Znf281	ZSCA4.H12CORE.0.SM.B	250.933763	6.148473	154.428870	0.615417	1.000000		C2H2 zinc finger factors {2.3}	ZNF148-like {2.3.3.13}
463	PEAKS039234_BHLHA15_pwm.binary	Znf281	CTCF.H12CORE.0.P.B	250.933763	0.000000	153.888930	0.613265	1.000000		C2H2 zinc finger factors {2.3}	ZNF148-like {2.3.3.13}
464	PEAKS039234_BHLHA15_pwm.binary	Znf32	CTCFL.H12CORE.0.P.B	250.933763	15.062543	176.406741	0.703001	1.000000		C2H2 zinc finger factors {2.3}	ZNF32-like {2.3.3.41}
465	PEAKS039234_BHLHA15_pwm.binary	Znf322	ZN322.H12CORE.0.P.C	250.933763	8.608101	157.605468	0.628076	1.000000		C2H2 zinc finger factors {2.3}	ZNF322-like {2.3.3.52}
466	PEAKS039234_BHLHA15_pwm.binary	Znf329	OZF.H12CORE.0.P.B	250.933763	18.281293	171.811461	0.684688	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
467	PEAKS039234_BHLHA15_pwm.binary	Znf329	ZN260.H12CORE.0.P.C	250.933763	19.894089	181.245923	0.722286	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
468	PEAKS039234_BHLHA15_pwm.binary	Znf354a	ZN436.H12CORE.0.P.C	250.933763	6.536764	165.972539	0.661420	1.000000		C2H2 zinc finger factors {2.3}	ZNF354A-like {2.3.3.64}
469	PEAKS039234_BHLHA15_pwm.binary	Znf394	ZN431.H12CORE.0.P.C	250.933763	20.674400	158.861613	0.633082	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
470	PEAKS039234_BHLHA15_pwm.binary	Znf410	ZFP14.H12CORE.0.P.C	250.933763	2.121975	134.899615	0.537591	1.000000		C2H2 zinc finger factors {2.3}	MTF1-like {2.3.3.24}
471	PEAKS039234_BHLHA15_pwm.binary	Znf431	ZFP82.H12CORE.0.P.C	250.933763	8.105200	167.072574	0.665803	1.000000		C2H2 zinc finger factors {2.3}	ZNF100-like {2.3.3.59}
472	PEAKS039234_BHLHA15_pwm.binary	Znf436	Z354A.H12CORE.0.P.B	250.933763	12.804555	179.843941	0.716699	1.000000		C2H2 zinc finger factors {2.3}	ZNF180-like {2.3.3.58}
473	PEAKS039234_BHLHA15_pwm.binary	Znf524	ZFX.H12CORE.0.P.B	250.933763	2.011622	165.372310	0.659028	1.000000		C2H2 zinc finger factors {2.3}	ZNF524-like {2.3.3.15}
474	PEAKS039234_BHLHA15_pwm.binary	Znf652	ZFP37.H12CORE.0.P.C	250.933763	14.165325	169.958243	0.677303	1.000000		C2H2 zinc finger factors {2.3}	ZNF652-like {2.3.3.29}
475	PEAKS039234_BHLHA15_pwm.binary	Znf664	ZBT7A.H12CORE.0.P.B	250.933763	5.970964	175.284609	0.698529	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
476	PEAKS039234_BHLHA15_pwm.binary	Znf664	ZBT7A.H12CORE.1.SM.B	250.933763	7.897696	172.429726	0.687152	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
477	PEAKS039234_BHLHA15_pwm.binary	Znf667	ZBT7B.H12CORE.0.SM.B	250.933763	10.055339	165.940034	0.661290	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
478	PEAKS039234_BHLHA15_pwm.binary	Znf667	ZBT7C.H12CORE.0.S.B	250.933763	12.138881	230.400259	0.918172	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
479	PEAKS039234_BHLHA15_pwm.binary	Znf692	RBAK.H12CORE.0.P.C	250.933763	6.716044	167.557537	0.667736	1.000000		C2H2 zinc finger factors {2.3}	ZFP91-like {2.3.3.3}
480	PEAKS039234_BHLHA15_pwm.binary	Znf76	ZNF12.H12CORE.0.P.C	250.933763	14.075544	209.653549	0.835494	1.000000		C2H2 zinc finger factors {2.3}	ZNF76-like {2.3.3.28}
481	PEAKS039234_BHLHA15_pwm.binary	Znf76	ZNF12.H12CORE.1.M.C	250.933763	7.300668	168.522896	0.671583	1.000000		C2H2 zinc finger factors {2.3}	ZNF76-like {2.3.3.28}
482	PEAKS039234_BHLHA15_pwm.binary	Znf768	ZNF12.H12CORE.2.S.C	250.933763	13.441662	179.075061	0.713635	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
483	PEAKS039234_BHLHA15_pwm.binary	Znf768	TYY1.H12CORE.0.PSM.A	250.933763	12.781160	169.619268	0.675952	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
484	PEAKS039234_BHLHA15_pwm.binary	Znf771	TYY1.H12CORE.1.S.B	250.933763	11.357651	177.477534	0.707268	1.000000		C2H2 zinc finger factors {2.3}	ZNF764-like {2.3.3.39}
485	PEAKS039234_BHLHA15_pwm.binary	Znf879	TYY2.H12CORE.0.PS.A	250.933763	5.189852	164.901714	0.657152	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
486	PEAKS039234_BHLHA15_pwm.binary	Zscan21	TYY2.H12CORE.1.SM.B	250.933763	13.294928	293.887591	1.171176	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.3.0}
487	PEAKS039234_BHLHA15_pwm.binary	Zscan4c	ZFP42.H12CORE.0.PM.A	250.933763	5.799332	157.282738	0.626790	1.000000		C2H2 zinc finger factors {2.3}	ZSCAN5-like {2.3.3.5}
488	PEAKS039234_BHLHA15_pwm.binary	E4f1	E4F1.H12CORE.0.P.B	250.933763	12.350762	185.765002	0.740295	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.4.0}
489	PEAKS039234_BHLHA15_pwm.binary	Hic1	PRD13.H12CORE.0.P.B	250.933763	17.875778	209.638443	0.835433	1.000000		C2H2 zinc finger factors {2.3}	HIC {2.3.4.17}
490	PEAKS039234_BHLHA15_pwm.binary	Hinfp	PRD15.H12CORE.0.P.B	250.933763	6.372278	168.967095	0.673353	1.000000		C2H2 zinc finger factors {2.3}	HINFP-like {2.3.4.21}
491	PEAKS039234_BHLHA15_pwm.binary	Hinfp	PRDM4.H12CORE.0.PSM.A	250.933763	43.426784	364.077971	1.450893	1.000000		C2H2 zinc finger factors {2.3}	HINFP-like {2.3.4.21}
492	PEAKS039234_BHLHA15_pwm.binary	Hinfp	PRDM9.H12CORE.0.P.B	250.933763	7.002348	176.015935	0.701444	1.000000		C2H2 zinc finger factors {2.3}	HINFP-like {2.3.4.21}
493	PEAKS039234_BHLHA15_pwm.binary	Maz	REST.H12CORE.0.P.B	250.933763	4.225249	169.972850	0.677361	1.000000		C2H2 zinc finger factors {2.3}	MAZ-like {2.3.4.8}
494	PEAKS039234_BHLHA15_pwm.binary	Maz	ZBT17.H12CORE.0.P.B	250.933763	2.044943	136.005002	0.541996	1.000000		C2H2 zinc finger factors {2.3}	MAZ-like {2.3.4.8}
495	PEAKS039234_BHLHA15_pwm.binary	Prdm13	ZFP57.H12CORE.0.P.B	250.933763	50.827024	189.605700	0.755601	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.4.0}
496	PEAKS039234_BHLHA15_pwm.binary	Prdm15	ZKSC5.H12CORE.0.P.C	250.933763	6.181196	156.519043	0.623746	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.4.0}
497	PEAKS039234_BHLHA15_pwm.binary	Prdm16	ZN112.H12CORE.0.P.C	250.933763	13.473507	171.884263	0.684979	1.000000		C2H2 zinc finger factors {2.3}	EVI1-like {2.3.4.14}
498	PEAKS039234_BHLHA15_pwm.binary	Prdm4	ZN316.H12CORE.0.P.C	250.933763	9.580192	155.840772	0.621043	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.4.0}
499	PEAKS039234_BHLHA15_pwm.binary	Prdm9	ZN335.H12CORE.0.P.B	250.933763	38.050988	172.648370	0.688024	1.479384		C2H2 zinc finger factors {2.3}	Unclassified {2.3.4.0}
500	PEAKS039234_BHLHA15_pwm.binary	Rest	ZN467.H12CORE.0.P.C	250.933763	15.136161	163.069040	0.649849	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.4.0}
501	PEAKS039234_BHLHA15_pwm.binary	Sall1	ZN770.H12CORE.0.P.B	250.933763	2.400787	141.964825	0.565746	1.000000		C2H2 zinc finger factors {2.3}	SAL-like {2.3.4.3}
502	PEAKS039234_BHLHA15_pwm.binary	Sall4	ZN770.H12CORE.1.P.B	250.933763	10.607493	211.181667	0.841583	1.000000		C2H2 zinc finger factors {2.3}	SAL-like {2.3.4.3}
503	PEAKS039234_BHLHA15_pwm.binary	Zbtb17	ZN784.H12CORE.0.SM.B	250.933763	1.988886	151.419101	0.603423	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.4.0}
504	PEAKS039234_BHLHA15_pwm.binary	Zfp57	ZN787.H12CORE.0.M.C	250.933763	16.747214	187.734092	0.748142	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.4.0}
505	PEAKS039234_BHLHA15_pwm.binary	Zkscan5	ZN787.H12CORE.1.S.C	250.933763	5.358455	163.382794	0.651099	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.4.0}
506	PEAKS039234_BHLHA15_pwm.binary	Znf112	ZNF8.H12CORE.0.P.C	250.933763	12.088600	159.344650	0.635007	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.4.0}
507	PEAKS039234_BHLHA15_pwm.binary	Znf296	ZNF8.H12CORE.1.P.B	250.933763	12.483295	167.635064	0.668045	1.000000		C2H2 zinc finger factors {2.3}	BCL11 {2.3.4.15}
508	PEAKS039234_BHLHA15_pwm.binary	Znf316	ZN423.H12CORE.0.P.C	250.933763	10.002790	178.896536	0.712923	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.4.0}
509	PEAKS039234_BHLHA15_pwm.binary	Znf335	ZN711.H12CORE.0.P.C	250.933763	16.204899	160.358342	0.639046	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.4.0}
510	PEAKS039234_BHLHA15_pwm.binary	Znf382	PRD16.H12CORE.0.P.B	250.933763	11.070103	169.849742	0.676871	1.000000		C2H2 zinc finger factors {2.3}	ZNF37A-like {2.3.4.25}
511	PEAKS039234_BHLHA15_pwm.binary	Znf423	ZN296.H12CORE.0.S.C	250.933763	5.348715	157.810459	0.628893	1.000000		C2H2 zinc finger factors {2.3}	ZNF423-like {2.3.4.12}
512	PEAKS039234_BHLHA15_pwm.binary	Znf467	HIC1.H12CORE.0.PSM.A	250.933763	0.000000	123.993907	0.494130	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.4.0}
513	PEAKS039234_BHLHA15_pwm.binary	Znf574	HINFP.H12CORE.0.P.B	250.933763	19.913030	170.696363	0.680245	1.000000		C2H2 zinc finger factors {2.3}	ZNF526-like {2.3.4.22}
514	PEAKS039234_BHLHA15_pwm.binary	Znf711	HINFP.H12CORE.1.P.B	250.933763	18.504572	185.737170	0.740184	1.000000		C2H2 zinc finger factors {2.3}	ZNF639-like {2.3.4.13}
515	PEAKS039234_BHLHA15_pwm.binary	Znf770	HINFP.H12CORE.2.S.B	250.933763	15.756262	247.801328	0.987517	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.4.0}
516	PEAKS039234_BHLHA15_pwm.binary	Znf770	ZN574.H12CORE.0.P.B	250.933763	7.289664	200.815350	0.800272	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.4.0}
517	PEAKS039234_BHLHA15_pwm.binary	Znf784	ZN382.H12CORE.0.P.B	250.933763	5.872816	166.660729	0.664162	1.000000		C2H2 zinc finger factors {2.3}	Unclassified {2.3.4.0}
