# Partner motif	Anchor	Partner TF	Partner Motif	Anchor pAUC	Partner pAUC	A&P pAUC	Ratio		Partner Class	Partner Family
664	PEAKS039234_BHLHA15_pwm.binary	Lbx2	LBX2.H12CORE.2.M.C	7.557501	1.326204	7.174564	0.949330		Homeo domain factors {3.1}	NK-related {3.1.2}
665	PEAKS039234_BHLHA15_pwm.binary	Msx1	MSX1.H12CORE.0.SM.B	7.557501	1.305019	7.161658	0.947623		Homeo domain factors {3.1}	NK-related {3.1.2}
666	PEAKS039234_BHLHA15_pwm.binary	Msx1	MSX1.H12CORE.1.S.C	7.557501	1.132454	7.220867	0.955457		Homeo domain factors {3.1}	NK-related {3.1.2}
667	PEAKS039234_BHLHA15_pwm.binary	Msx2	MSX2.H12CORE.0.SM.B	7.557501	1.367285	7.145095	0.945431		Homeo domain factors {3.1}	NK-related {3.1.2}
668	PEAKS039234_BHLHA15_pwm.binary	Msx2	MSX2.H12CORE.1.SM.B	7.557501	0.948021	7.181888	0.950299		Homeo domain factors {3.1}	NK-related {3.1.2}
669	PEAKS039234_BHLHA15_pwm.binary	Nanog	NANOG.H12CORE.0.P.B	7.557501	1.607870	7.219377	0.955260		Homeo domain factors {3.1}	NK-related {3.1.2}
670	PEAKS039234_BHLHA15_pwm.binary	Nanog	NANOG.H12CORE.1.P.B	7.557501	1.663285	7.116198	0.941607		Homeo domain factors {3.1}	NK-related {3.1.2}
671	PEAKS039234_BHLHA15_pwm.binary	Nanog	NANOG.H12CORE.2.M.C	7.557501	1.458147	7.321087	0.968718		Homeo domain factors {3.1}	NK-related {3.1.2}
672	PEAKS039234_BHLHA15_pwm.binary	Nkx2-1	NKX21.H12CORE.0.P.B	7.557501	1.700229	6.992534	0.925244		Homeo domain factors {3.1}	NK-related {3.1.2}
673	PEAKS039234_BHLHA15_pwm.binary	Nkx2-2	NKX22.H12CORE.0.P.B	7.557501	1.585090	7.017854	0.928595		Homeo domain factors {3.1}	NK-related {3.1.2}
674	PEAKS039234_BHLHA15_pwm.binary	Nkx2-3	NKX23.H12CORE.0.SM.B	7.557501	1.542399	6.981510	0.923786		Homeo domain factors {3.1}	NK-related {3.1.2}
675	PEAKS039234_BHLHA15_pwm.binary	Nkx2-5	NKX25.H12CORE.0.PSM.A	7.557501	1.512207	6.949639	0.919568		Homeo domain factors {3.1}	NK-related {3.1.2}
676	PEAKS039234_BHLHA15_pwm.binary	Nkx2-5	NKX25.H12CORE.1.P.B	7.557501	2.058274	7.045511	0.932254		Homeo domain factors {3.1}	NK-related {3.1.2}
677	PEAKS039234_BHLHA15_pwm.binary	Nkx2-8	NKX28.H12CORE.0.SM.B	7.557501	1.515931	7.028418	0.929992		Homeo domain factors {3.1}	NK-related {3.1.2}
678	PEAKS039234_BHLHA15_pwm.binary	Nkx3-1	NKX31.H12CORE.0.PSM.A	7.557501	1.576860	7.086695	0.937703		Homeo domain factors {3.1}	NK-related {3.1.2}
679	PEAKS039234_BHLHA15_pwm.binary	Nkx3-2	NKX32.H12CORE.0.PSM.A	7.557501	1.625993	7.082019	0.937085		Homeo domain factors {3.1}	NK-related {3.1.2}
680	PEAKS039234_BHLHA15_pwm.binary	Nkx3-2	NKX32.H12CORE.1.S.B	7.557501	1.544755	6.976041	0.923062		Homeo domain factors {3.1}	NK-related {3.1.2}
681	PEAKS039234_BHLHA15_pwm.binary	Nkx6-1	NKX61.H12CORE.0.PS.A	7.557501	1.257856	7.303056	0.966332		Homeo domain factors {3.1}	NK-related {3.1.2}
682	PEAKS039234_BHLHA15_pwm.binary	Nkx6-1	NKX61.H12CORE.1.P.B	7.557501	1.532838	7.301738	0.966158		Homeo domain factors {3.1}	NK-related {3.1.2}
683	PEAKS039234_BHLHA15_pwm.binary	Nkx6-1	NKX61.H12CORE.2.S.B	7.557501	1.357925	7.200638	0.952780		Homeo domain factors {3.1}	NK-related {3.1.2}
684	PEAKS039234_BHLHA15_pwm.binary	Nkx6-3	NKX63.H12CORE.0.SM.B	7.557501	1.414692	7.204922	0.953347		Homeo domain factors {3.1}	NK-related {3.1.2}
685	PEAKS039234_BHLHA15_pwm.binary	Noto	NOTO.H12CORE.0.SM.B	7.557501	1.504448	7.125690	0.942863		Homeo domain factors {3.1}	NK-related {3.1.2}
686	PEAKS039234_BHLHA15_pwm.binary	Tlx2	TLX2.H12CORE.0.SM.B	7.557501	1.522098	7.140384	0.944808		Homeo domain factors {3.1}	NK-related {3.1.2}
687	PEAKS039234_BHLHA15_pwm.binary	Tlx3	TLX3.H12CORE.0.SM.B	7.557501	1.509852	7.213015	0.954418		Homeo domain factors {3.1}	NK-related {3.1.2}
688	PEAKS039234_BHLHA15_pwm.binary	Vax1	VAX1.H12CORE.0.SM.B	7.557501	1.487497	7.154909	0.946729		Homeo domain factors {3.1}	NK-related {3.1.2}
689	PEAKS039234_BHLHA15_pwm.binary	Vax2	VAX2.H12CORE.0.SM.B	7.557501	1.418983	7.125391	0.942824		Homeo domain factors {3.1}	NK-related {3.1.2}
690	PEAKS039234_BHLHA15_pwm.binary	Alx1	ALX1.H12CORE.0.SM.B	7.557501	1.271492	7.308689	0.967077		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
691	PEAKS039234_BHLHA15_pwm.binary	Alx3	ALX3.H12CORE.0.SM.B	7.557501	1.386858	7.120243	0.942143		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
692	PEAKS039234_BHLHA15_pwm.binary	Alx3	ALX3.H12CORE.1.S.B	7.557501	1.144968	7.228606	0.956481		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
693	PEAKS039234_BHLHA15_pwm.binary	Alx4	ALX4.H12CORE.0.S.B	7.557501	1.280145	7.322026	0.968842		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
694	PEAKS039234_BHLHA15_pwm.binary	Alx4	ALX4.H12CORE.1.SM.B	7.557501	1.427779	7.191056	0.951512		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
695	PEAKS039234_BHLHA15_pwm.binary	Arx	ARX.H12CORE.0.S.B	7.557501	1.220899	7.287564	0.964282		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
696	PEAKS039234_BHLHA15_pwm.binary	Arx	ARX.H12CORE.1.SM.B	7.557501	1.520870	7.124121	0.942656		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
697	PEAKS039234_BHLHA15_pwm.binary	Crx	CRX.H12CORE.0.PSM.A	7.557501	1.328993	6.987385	0.924563		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
698	PEAKS039234_BHLHA15_pwm.binary	Dmbx1	DMBX1.H12CORE.0.SM.B	7.557501	1.579992	7.184687	0.950670		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
699	PEAKS039234_BHLHA15_pwm.binary	Drgx	DRGX.H12CORE.0.S.B	7.557501	1.062181	7.318837	0.968420		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
700	PEAKS039234_BHLHA15_pwm.binary	Drgx	DRGX.H12CORE.1.SM.B	7.557501	1.367570	7.211146	0.954171		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
701	PEAKS039234_BHLHA15_pwm.binary	Gsc	GSC.H12CORE.0.SM.B	7.557501	1.426166	7.131412	0.943620		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
702	PEAKS039234_BHLHA15_pwm.binary	Gsc2	GSC2.H12CORE.0.SM.B	7.557501	1.438608	7.163200	0.947826		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
703	PEAKS039234_BHLHA15_pwm.binary	Hesx1	HESX1.H12CORE.0.SM.B	7.557501	1.331573	7.277375	0.962934		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
704	PEAKS039234_BHLHA15_pwm.binary	Hesx1	HESX1.H12CORE.1.S.B	7.557501	1.053401	7.257686	0.960329		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
705	PEAKS039234_BHLHA15_pwm.binary	Isx	ISX.H12CORE.0.SM.B	7.557501	1.023282	7.085806	0.937586		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
706	PEAKS039234_BHLHA15_pwm.binary	Isx	ISX.H12CORE.1.S.B	7.557501	1.108127	7.219406	0.955264		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
707	PEAKS039234_BHLHA15_pwm.binary	Isx	ISX.H12CORE.2.SM.B	7.557501	1.074328	7.074890	0.936141		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
708	PEAKS039234_BHLHA15_pwm.binary	Mixl1	MIXL1.H12CORE.0.SM.B	7.557501	1.320887	7.314530	0.967850		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
709	PEAKS039234_BHLHA15_pwm.binary	Mixl1	MIXL1.H12CORE.1.S.B	7.557501	1.462669	7.213019	0.954418		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
710	PEAKS039234_BHLHA15_pwm.binary	Otx1	OTX1.H12CORE.0.SM.B	7.557501	1.431429	7.170618	0.948808		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
711	PEAKS039234_BHLHA15_pwm.binary	Otx1	OTX1.H12CORE.1.S.B	7.557501	1.429460	7.175207	0.949415		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
712	PEAKS039234_BHLHA15_pwm.binary	Otx2	OTX2.H12CORE.0.PSM.A	7.557501	1.354296	7.149540	0.946019		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
713	PEAKS039234_BHLHA15_pwm.binary	Phox2a	PHX2A.H12CORE.0.PS.A	7.557501	1.062316	7.262215	0.960928		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
714	PEAKS039234_BHLHA15_pwm.binary	Phox2a	PHX2A.H12CORE.1.SM.B	7.557501	1.407034	7.152596	0.946423		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
715	PEAKS039234_BHLHA15_pwm.binary	Phox2b	PHX2B.H12CORE.0.PSM.A	7.557501	1.268914	7.295398	0.965319		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
716	PEAKS039234_BHLHA15_pwm.binary	Phox2b	PHX2B.H12CORE.1.SM.B	7.557501	1.446030	7.174038	0.949261		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
717	PEAKS039234_BHLHA15_pwm.binary	Pitx1	PITX1.H12CORE.0.PSM.A	7.557501	1.425676	7.144079	0.945296		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
718	PEAKS039234_BHLHA15_pwm.binary	Pitx1	PITX1.H12CORE.1.S.B	7.557501	1.195031	7.203058	0.953101		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
719	PEAKS039234_BHLHA15_pwm.binary	Pitx2	PITX2.H12CORE.0.SM.B	7.557501	1.424314	6.952344	0.919926		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
720	PEAKS039234_BHLHA15_pwm.binary	Pitx3	PITX3.H12CORE.0.SM.B	7.557501	1.421665	7.173083	0.949134		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
721	PEAKS039234_BHLHA15_pwm.binary	Pitx3	PITX3.H12CORE.1.S.B	7.557501	1.211673	7.088702	0.937969		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
722	PEAKS039234_BHLHA15_pwm.binary	Prop1	PROP1.H12CORE.0.PSM.A	7.557501	1.308737	7.274084	0.962499		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
723	PEAKS039234_BHLHA15_pwm.binary	Prop1	PROP1.H12CORE.1.P.C	7.557501	1.526654	7.234661	0.957282		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
724	PEAKS039234_BHLHA15_pwm.binary	Prrx1	PRRX1.H12CORE.0.S.B	7.557501	1.278515	7.181371	0.950231		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
725	PEAKS039234_BHLHA15_pwm.binary	Prrx1	PRRX1.H12CORE.1.S.B	7.557501	0.913157	7.163865	0.947915		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
726	PEAKS039234_BHLHA15_pwm.binary	Prrx2	PRRX2.H12CORE.0.SM.B	7.557501	1.452357	7.158354	0.947185		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
727	PEAKS039234_BHLHA15_pwm.binary	Prrx2	PRRX2.H12CORE.1.S.B	7.557501	1.072079	7.194929	0.952025		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
728	PEAKS039234_BHLHA15_pwm.binary	Rax	RX.H12CORE.0.SM.B	7.557501	1.203362	7.145177	0.945442		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
729	PEAKS039234_BHLHA15_pwm.binary	Shox2	SHOX2.H12CORE.0.S.B	7.557501	0.920283	7.185508	0.950778		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
730	PEAKS039234_BHLHA15_pwm.binary	Shox2	SHOX2.H12CORE.1.S.C	7.557501	1.332272	7.130631	0.943517		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
731	PEAKS039234_BHLHA15_pwm.binary	Uncx	UNC4.H12CORE.0.S.B	7.557501	1.245002	7.267278	0.961598		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
732	PEAKS039234_BHLHA15_pwm.binary	Uncx	UNC4.H12CORE.1.S.B	7.557501	1.466608	7.207763	0.953723		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
733	PEAKS039234_BHLHA15_pwm.binary	Vsx1	VSX1.H12CORE.0.SM.B	7.557501	1.429354	7.175963	0.949515		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
734	PEAKS039234_BHLHA15_pwm.binary	Vsx1	VSX1.H12CORE.1.SM.B	7.557501	1.122603	7.173023	0.949126		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
735	PEAKS039234_BHLHA15_pwm.binary	Vsx2	VSX2.H12CORE.0.PSM.A	7.557501	1.568890	7.199298	0.952603		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
736	PEAKS039234_BHLHA15_pwm.binary	Vsx2	VSX2.H12CORE.1.S.B	7.557501	1.090681	7.161317	0.947577		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
737	PEAKS039234_BHLHA15_pwm.binary	Irx1	IRX1.H12CORE.0.S.C	7.557501	1.707258	7.244919	0.958639		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
738	PEAKS039234_BHLHA15_pwm.binary	Irx2	IRX2.H12CORE.0.S.B	7.557501	1.665731	7.234539	0.957266		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
739	PEAKS039234_BHLHA15_pwm.binary	Irx3	IRX3.H12CORE.0.M.C	7.557501	1.896061	7.228250	0.956434		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
740	PEAKS039234_BHLHA15_pwm.binary	Irx3	IRX3.H12CORE.1.S.B	7.557501	1.689190	7.271551	0.962163		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
741	PEAKS039234_BHLHA15_pwm.binary	Irx3	IRX3.H12CORE.2.S.C	7.557501	1.365989	7.304156	0.966478		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
742	PEAKS039234_BHLHA15_pwm.binary	Irx5	IRX5.H12CORE.0.M.C	7.557501	1.808819	7.134571	0.944038		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
743	PEAKS039234_BHLHA15_pwm.binary	Irx5	IRX5.H12CORE.1.SM.B	7.557501	1.793922	7.256299	0.960145		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
744	PEAKS039234_BHLHA15_pwm.binary	Meis1	MEIS1.H12CORE.0.P.B	7.557501	1.506675	7.173483	0.949187		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
745	PEAKS039234_BHLHA15_pwm.binary	Meis1	MEIS1.H12CORE.1.PS.A	7.557501	2.584498	7.008190	0.927316		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
746	PEAKS039234_BHLHA15_pwm.binary	Meis2	MEIS2.H12CORE.0.P.C	7.557501	1.646174	7.238739	0.957822		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
747	PEAKS039234_BHLHA15_pwm.binary	Meis2	MEIS2.H12CORE.1.PSM.A	7.557501	2.207113	7.090678	0.938231		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
748	PEAKS039234_BHLHA15_pwm.binary	Meis2	MEIS2.H12CORE.2.SM.B	7.557501	2.580036	7.088355	0.937923		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
749	PEAKS039234_BHLHA15_pwm.binary	Meis3	MEIS3.H12CORE.0.SM.B	7.557501	1.928543	7.107702	0.940483		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
750	PEAKS039234_BHLHA15_pwm.binary	Meis3	MEIS3.H12CORE.1.S.B	7.557501	3.195035	6.953509	0.920080		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
751	PEAKS039234_BHLHA15_pwm.binary	Pbx1	PBX1.H12CORE.0.P.B	7.557501	1.786786	7.111595	0.940998		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
752	PEAKS039234_BHLHA15_pwm.binary	Pbx1	PBX1.H12CORE.1.P.B	7.557501	1.736959	7.167629	0.948413		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
753	PEAKS039234_BHLHA15_pwm.binary	Pbx1	PBX1.H12CORE.2.P.B	7.557501	2.375667	7.057317	0.933816		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
754	PEAKS039234_BHLHA15_pwm.binary	Pbx2	PBX2.H12CORE.0.P.B	7.557501	1.790192	7.068703	0.935323		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
755	PEAKS039234_BHLHA15_pwm.binary	Pbx2	PBX2.H12CORE.1.P.C	7.557501	1.722983	7.151453	0.946272		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
756	PEAKS039234_BHLHA15_pwm.binary	Pbx2	PBX2.H12CORE.2.P.C	7.557501	1.817485	7.053752	0.933345		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
757	PEAKS039234_BHLHA15_pwm.binary	Pbx3	PBX3.H12CORE.0.P.B	7.557501	1.758392	7.085709	0.937573		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
758	PEAKS039234_BHLHA15_pwm.binary	Pbx3	PBX3.H12CORE.1.P.B	7.557501	1.699444	7.066784	0.935069		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
759	PEAKS039234_BHLHA15_pwm.binary	Pknox1	PKNX1.H12CORE.0.P.B	7.557501	1.783748	7.114492	0.941382		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
760	PEAKS039234_BHLHA15_pwm.binary	Pknox1	PKNX1.H12CORE.1.P.B	7.557501	1.814752	7.068921	0.935352		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
761	PEAKS039234_BHLHA15_pwm.binary	Pknox1	PKNX1.H12CORE.2.SM.B	7.557501	1.933166	7.049380	0.932766		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
762	PEAKS039234_BHLHA15_pwm.binary	Pknox1	PKNX1.H12CORE.3.SM.B	7.557501	2.084065	7.015275	0.928253		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
763	PEAKS039234_BHLHA15_pwm.binary	Pknox2	PKNX2.H12CORE.0.SM.B	7.557501	2.986250	7.163507	0.947867		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
764	PEAKS039234_BHLHA15_pwm.binary	Pknox2	PKNX2.H12CORE.1.SM.B	7.557501	2.483569	7.090647	0.938226		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
765	PEAKS039234_BHLHA15_pwm.binary	Tgif1	TGIF1.H12CORE.1.S.B	7.557501	1.754550	7.006864	0.927140		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
766	PEAKS039234_BHLHA15_pwm.binary	Tgif2	TGIF2.H12CORE.0.S.B	7.557501	2.811599	7.146295	0.945590		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
767	PEAKS039234_BHLHA15_pwm.binary	Tgif2	TGIF2.H12CORE.1.PSM.A	7.557501	2.017239	7.088948	0.938002		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
768	PEAKS039234_BHLHA15_pwm.binary	Isl1	ISL1.H12CORE.0.PSM.A	7.557501	1.609973	7.139889	0.944742		Homeo domain factors {3.1}	HD-LIM {3.1.5}
769	PEAKS039234_BHLHA15_pwm.binary	Isl2	ISL2.H12CORE.0.SM.B	7.557501	1.540087	7.048171	0.932606		Homeo domain factors {3.1}	HD-LIM {3.1.5}
770	PEAKS039234_BHLHA15_pwm.binary	Lhx1	LHX1.H12CORE.0.S.C	7.557501	1.468193	7.186766	0.950945		Homeo domain factors {3.1}	HD-LIM {3.1.5}
771	PEAKS039234_BHLHA15_pwm.binary	Lhx1	LHX1.H12CORE.1.M.C	7.557501	1.695780	7.201102	0.952842		Homeo domain factors {3.1}	HD-LIM {3.1.5}
772	PEAKS039234_BHLHA15_pwm.binary	Lhx2	LHX2.H12CORE.0.PS.A	7.557501	1.486777	7.170049	0.948733		Homeo domain factors {3.1}	HD-LIM {3.1.5}
773	PEAKS039234_BHLHA15_pwm.binary	Lhx2	LHX2.H12CORE.1.S.C	7.557501	1.120513	7.230815	0.956773		Homeo domain factors {3.1}	HD-LIM {3.1.5}
774	PEAKS039234_BHLHA15_pwm.binary	Lhx3	LHX3.H12CORE.0.P.B	7.557501	1.402818	7.244798	0.958624		Homeo domain factors {3.1}	HD-LIM {3.1.5}
775	PEAKS039234_BHLHA15_pwm.binary	Lhx4	LHX4.H12CORE.0.SM.B	7.557501	1.467069	7.177978	0.949782		Homeo domain factors {3.1}	HD-LIM {3.1.5}
776	PEAKS039234_BHLHA15_pwm.binary	Lhx5	LHX5.H12CORE.0.PSM.A	7.557501	1.313691	7.168706	0.948555		Homeo domain factors {3.1}	HD-LIM {3.1.5}
777	PEAKS039234_BHLHA15_pwm.binary	Lhx6	LHX6.H12CORE.0.P.B	7.557501	1.663312	7.213153	0.954436		Homeo domain factors {3.1}	HD-LIM {3.1.5}
778	PEAKS039234_BHLHA15_pwm.binary	Lhx6	LHX6.H12CORE.1.S.B	7.557501	1.491461	7.170504	0.948793		Homeo domain factors {3.1}	HD-LIM {3.1.5}
779	PEAKS039234_BHLHA15_pwm.binary	Lhx6	LHX6.H12CORE.2.M.C	7.557501	1.685906	7.138581	0.944569		Homeo domain factors {3.1}	HD-LIM {3.1.5}
780	PEAKS039234_BHLHA15_pwm.binary	Lhx8	LHX8.H12CORE.0.S.B	7.557501	1.428862	7.163704	0.947893		Homeo domain factors {3.1}	HD-LIM {3.1.5}
781	PEAKS039234_BHLHA15_pwm.binary	Lhx8	LHX8.H12CORE.1.M.C	7.557501	1.671296	7.176608	0.949601		Homeo domain factors {3.1}	HD-LIM {3.1.5}
782	PEAKS039234_BHLHA15_pwm.binary	Lhx9	LHX9.H12CORE.0.PS.A	7.557501	1.339407	7.131156	0.943587		Homeo domain factors {3.1}	HD-LIM {3.1.5}
783	PEAKS039234_BHLHA15_pwm.binary	Lhx9	LHX9.H12CORE.1.M.B	7.557501	1.480658	7.211242	0.954183		Homeo domain factors {3.1}	HD-LIM {3.1.5}
784	PEAKS039234_BHLHA15_pwm.binary	Lmx1a	LMX1A.H12CORE.0.SM.B	7.557501	1.314763	7.208512	0.953822		Homeo domain factors {3.1}	HD-LIM {3.1.5}
785	PEAKS039234_BHLHA15_pwm.binary	Lmx1b	LMX1B.H12CORE.1.SM.B	7.557501	1.269113	7.235291	0.957366		Homeo domain factors {3.1}	HD-LIM {3.1.5}
786	PEAKS039234_BHLHA15_pwm.binary	Lmx1b	LMX1B.H12CORE.2.S.B	7.557501	1.003688	7.217699	0.955038		Homeo domain factors {3.1}	HD-LIM {3.1.5}
787	PEAKS039234_BHLHA15_pwm.binary	Six1	SIX1.H12CORE.0.P.B	7.557501	1.651118	7.046309	0.932360		Homeo domain factors {3.1}	HD-SINE {3.1.6}
788	PEAKS039234_BHLHA15_pwm.binary	Six1	SIX1.H12CORE.1.SM.B	7.557501	1.460698	7.109546	0.940727		Homeo domain factors {3.1}	HD-SINE {3.1.6}
789	PEAKS039234_BHLHA15_pwm.binary	Six2	SIX2.H12CORE.0.P.B	7.557501	1.612056	7.149829	0.946057		Homeo domain factors {3.1}	HD-SINE {3.1.6}
790	PEAKS039234_BHLHA15_pwm.binary	Six2	SIX2.H12CORE.1.M.C	7.557501	1.563380	7.177019	0.949655		Homeo domain factors {3.1}	HD-SINE {3.1.6}
791	PEAKS039234_BHLHA15_pwm.binary	Six2	SIX2.H12CORE.2.SM.B	7.557501	1.687709	7.176687	0.949611		Homeo domain factors {3.1}	HD-SINE {3.1.6}
792	PEAKS039234_BHLHA15_pwm.binary	Six3	SIX3.H12CORE.0.SM.B	7.557501	1.494400	7.146674	0.945640		Homeo domain factors {3.1}	HD-SINE {3.1.6}
793	PEAKS039234_BHLHA15_pwm.binary	Six4	SIX4.H12CORE.0.P.B	7.557501	1.738476	7.122268	0.942411		Homeo domain factors {3.1}	HD-SINE {3.1.6}
794	PEAKS039234_BHLHA15_pwm.binary	Six4	SIX4.H12CORE.1.M.C	7.557501	1.243114	7.018836	0.928724		Homeo domain factors {3.1}	HD-SINE {3.1.6}
795	PEAKS039234_BHLHA15_pwm.binary	Six6	SIX6.H12CORE.0.SM.B	7.557501	1.532786	7.159102	0.947284		Homeo domain factors {3.1}	HD-SINE {3.1.6}
796	PEAKS039234_BHLHA15_pwm.binary	Prox1	PROX1.H12CORE.0.SM.B	7.557501	1.601420	7.045532	0.932257		Homeo domain factors {3.1}	HD-PROS {3.1.7}
797	PEAKS039234_BHLHA15_pwm.binary	Homez	HOMEZ.H12CORE.0.S.B	7.557501	1.556017	7.179517	0.949986		Homeo domain factors {3.1}	HD-ZF {3.1.8}
798	PEAKS039234_BHLHA15_pwm.binary	Zeb1	ZEB1.H12CORE.0.P.B	7.557501	2.095706	7.030558	0.930276		Homeo domain factors {3.1}	HD-ZF {3.1.8}
799	PEAKS039234_BHLHA15_pwm.binary	Cux1	CUX1.H12CORE.0.PM.A	7.557501	1.400012	7.245509	0.958718		Homeo domain factors {3.1}	HD-CUT {3.1.9}
800	PEAKS039234_BHLHA15_pwm.binary	Cux1	CUX1.H12CORE.1.S.B	7.557501	1.478394	7.172325	0.949034		Homeo domain factors {3.1}	HD-CUT {3.1.9}
801	PEAKS039234_BHLHA15_pwm.binary	Cux1	CUX1.H12CORE.2.P.C	7.557501	1.576289	7.228044	0.956407		Homeo domain factors {3.1}	HD-CUT {3.1.9}
802	PEAKS039234_BHLHA15_pwm.binary	Cux2	CUX2.H12CORE.0.P.C	7.557501	1.332921	7.188111	0.951123		Homeo domain factors {3.1}	HD-CUT {3.1.9}
803	PEAKS039234_BHLHA15_pwm.binary	Cux2	CUX2.H12CORE.1.SM.B	7.557501	1.280742	7.180179	0.950073		Homeo domain factors {3.1}	HD-CUT {3.1.9}
804	PEAKS039234_BHLHA15_pwm.binary	Cux2	CUX2.H12CORE.2.S.C	7.557501	1.453455	6.974642	0.922877		Homeo domain factors {3.1}	HD-CUT {3.1.9}
805	PEAKS039234_BHLHA15_pwm.binary	Onecut1	HNF6.H12CORE.0.PM.A	7.557501	1.418386	7.182517	0.950383		Homeo domain factors {3.1}	HD-CUT {3.1.9}
806	PEAKS039234_BHLHA15_pwm.binary	Onecut1	HNF6.H12CORE.1.S.B	7.557501	1.221432	7.152610	0.946425		Homeo domain factors {3.1}	HD-CUT {3.1.9}
807	PEAKS039234_BHLHA15_pwm.binary	Onecut1	HNF6.H12CORE.2.S.B	7.557501	1.030387	7.241104	0.958135		Homeo domain factors {3.1}	HD-CUT {3.1.9}
808	PEAKS039234_BHLHA15_pwm.binary	Onecut1	HNF6.H12CORE.3.M.B	7.557501	1.344920	7.249168	0.959202		Homeo domain factors {3.1}	HD-CUT {3.1.9}
